Leaf_Color_Intensity,Leaf_Spot_Count,Leaf_Moisture,Temp_Exposure,Humidity,Leaf_Age,Plant_Height,Soil_pH,Nitrogen_Level,Pesticide_Used,Rainfall,Wind_Speed,Diseased
0.5488135039273248,2,0.4937697178774625,8.929395186107067,66.28664182060402,19,56.11000969121284,6.28265493152118,42.76123387052907,1,6.682458875469203,11.15262760162706,1
0.7151893663724195,3,0.6331410625820938,8.612257394932895,72.05495408275813,14,30.911319035030086,7.573022321275352,59.78753139516873,0,4.147861524026886,1.7331177644643443,1
0.6027633760716439,1,0.8984125262778787,4.361516148504043,53.38213919373648,16,48.22142895105834,6.714231416564436,20.498300467287912,1,7.313716360780262,3.0843491780754606,1
0.5448831829968969,4,0.2159311054515478,3.1300105557433113,54.69116229544169,11,42.903779514891816,7.081108384920333,37.19702530247829,1,7.085536895792828,14.117084147167335,1
0.4236547993389047,4,0.0278213428389954,5.810553904932011,71.43538783601386,14,54.747748695979276,7.53618703039734,34.07617379051314,0,7.846344960474311,12.428820241058952,1
0.6458941130666561,3,0.08654582006541867,4.250915714809383,62.40605390386245,7,32.732359497813185,7.250266861526926,24.859108351658623,1,5.992181385718965,0.8343197181578399,1
0.4375872112626925,1,0.43051269329806197,7.9403335365528465,89.88256159159866,9,36.99837374373331,6.278921757537035,25.150091431293852,1,4.562910726515451,14.49798751230062,1
0.8917730007820798,2,0.18424342181286868,5.404025362819038,51.47225703288852,5,44.27565754345012,7.0367279008848165,35.69978407819991,0,3.6718955714277115,12.994134972948398,1
0.9636627605010293,6,0.592452610965424,5.45557712581705,75.0908804340329,17,56.659131684815364,7.269794560066421,51.4019244477662,0,4.368255597211142,10.871516920634887,1
0.3834415188257777,3,0.7645220360384808,7.845966903944659,68.59277451461963,19,37.618544133370555,7.332450043283215,44.834160633267125,0,7.687970291044283,2.715877184192102,1
0.7917250380826646,2,0.6484618888584868,5.643229574806565,68.23296466217982,19,54.85763622444142,6.509896139387371,37.61361643122158,0,4.037047794000021,13.146195739891771,1
0.5288949197529045,1,0.3542297150004473,3.586875236217482,55.34375317203767,8,23.995235910211953,7.455402002177336,49.401939593203636,0,8.406896966787714,5.889835524863747,1
0.5680445610939323,3,0.4248029813456019,5.826033172937585,78.3497139892771,16,28.270482092723675,7.143568921579208,50.20871171445934,0,0.733209261787654,8.46475765508228,1
0.925596638292661,1,0.1085298228456053,5.069845187168025,87.51569128511741,11,27.515123221785274,7.322412735396004,40.1096932651893,0,3.228435603763974,9.894686175416329,1
0.07103605819788694,3,0.8629959852331592,6.017877609524259,74.40888730211778,16,33.214505318866145,6.973206592784658,42.51592163135858,1,0.20597821251328363,4.541293815602137,1
0.08712929970154071,6,0.8099809403366264,7.819244266077323,65.73964896334556,17,27.843629346017625,6.507243104014565,37.98377257199455,1,5.057483596222891,3.8968786845255776,1
0.02021839744032572,4,0.4730488432947332,5.685722853019753,84.64761138012068,8,36.36874991370691,7.041964622346464,51.69632829813229,1,3.110716849179629,7.447634062873051,1
0.832619845547938,1,0.23268938334324896,6.362316577933658,68.96504388625739,7,54.19275784803443,7.360773035063367,22.41621072983321,0,4.559278139920887,9.921237094655577,1
0.7781567509498505,3,0.20201706250159202,5.503943374261893,50.77405549040265,11,30.30016173549757,6.933143122832734,23.095459305415773,1,0.07013879286959734,2.9036468835369433,1
0.8700121482468192,3,0.9691705859684827,5.998307005094582,72.82799228032488,19,21.972024595875897,5.695955925071047,51.044115821726486,0,2.536658189004278,1.6116822690045718,1
0.978618342232764,3,0.08409187498151305,8.429838806828403,52.290904116656996,16,38.02448378594672,6.166718880353765,46.34211133445025,1,5.955412734252565,5.832756083799183,1
0.7991585642167236,6,0.9930639592890567,4.821357115443987,55.894223949430874,10,53.839548119400135,7.369682334627099,30.00085507412726,0,4.441827966793848,8.321882553944391,1
0.46147936225293185,5,0.06813683772341739,5.774648974151315,55.83832178569031,17,59.406418809217236,7.380176656969976,45.328188683100095,0,0.20053432456315412,6.126575160819626,1
0.7805291762864555,0,0.9415837901971592,6.566233597879256,83.2429998248115,12,53.475045882401645,7.195967920228316,29.388721783016916,0,9.884389975956505,14.754504761245682,0
0.11827442586893322,5,0.8443089783990703,7.217508014646262,68.05092139999974,9,41.589919417025925,7.032793102211276,39.739443722496766,1,6.7647038110705004,4.090089531365549,1
0.6399210213275238,4,0.2174482437493076,4.713424503071865,60.730700711143776,6,39.19204036946361,6.695250058894413,41.27120024101125,1,0.360208767244129,9.927330019887386,1
0.1433532874090464,0,0.8224182350370072,7.536800728021332,82.95883448881727,13,27.362407984517255,6.62349655859595,29.533765365296112,1,9.33976580242772,1.0384951784575769,0
0.9446689170495839,5,0.6794363354745373,7.436356295509145,77.39754560414254,6,32.05099342657029,7.2329639266762635,38.69879538373157,1,9.80047178905886,1.971538666262806,1
0.5218483217500717,5,0.013576164521994394,4.087327872229957,78.85239912689526,16,55.31388254271286,7.527966144699285,52.449720017928634,0,1.4423419345206856,8.215576582545484,1
0.4146619399905236,1,0.583425825998487,4.07435795603953,62.08853044050377,5,46.07341699908439,6.558238410201111,46.13917881177265,1,7.994480555500781,7.080706665550689,1
0.26455561210462697,0,0.04624351519801129,6.725238737686074,68.74175728697344,16,34.191096067240125,7.998782745353436,54.12023167876536,0,2.5054509777365808,4.560837115285264,1
0.7742336894342167,3,0.529135221135409,3.6376084650138845,54.918244901756395,13,23.93125361574789,7.454411149306852,48.59029777551617,1,1.2444165300857335,8.941128971260508,1
0.45615033221654855,2,0.2901907128282445,8.7564559771781,82.32260094548333,7,36.792064007413714,6.773062284844727,37.837781641175624,0,7.623358830221073,0.4849991527364772,1
0.5684339488686485,3,0.44805041389971934,7.761228270324497,88.34628043578105,18,36.879972260086895,6.216034786145396,46.258016046602044,0,2.0509045025298303,11.451533636641145,1
0.018789800436355142,4,0.30692492585575837,6.912743997841758,82.0134197869488,16,36.41038114919249,6.991768792942551,38.101017510675305,0,4.5998215184007964,5.727320608322677,1
0.6176354970758771,3,0.3091922378691717,8.801768541817072,69.9560781439543,5,38.15176613590634,7.612408150212561,33.58879992858762,1,3.2666241686827857,5.797061144332264,1
0.6120957227224214,1,0.4026732555113014,5.1779995592388275,60.64014493635545,19,55.02366499638474,6.245037529088831,50.667554501968525,0,0.31926612024984147,11.62202337054884,1
0.6169339968747569,2,0.24645439243264344,6.071622673038724,75.42440368381256,9,41.20072197649894,6.950831132304786,21.926668313413092,1,7.098953062059378,1.5548577574090512,1
0.9437480785146242,1,0.6877882995201456,4.8644235246815,87.3717268830835,18,48.61700132948299,6.347235481633289,48.5933724536589,0,7.512398868414706,5.2240427139415795,1
0.6818202991034834,0,0.16483443129086373,5.805694668004452,80.27937066174692,13,27.622610621782467,7.285767526300985,26.3967155140484,0,9.306989001932584,14.693041194227538,1
0.359507900573786,0,0.08221003766978607,8.273942834097735,88.38036101432871,5,54.3144212693272,7.70265586670669,36.701439904324076,1,8.288981247758581,1.5003726964352198,1
0.43703195379934145,3,0.046156819508142655,4.006073217900793,76.08025997914756,11,56.5264551431959,7.128995546409525,22.7204248789469,1,1.595501563097198,6.9990876527912285,1
0.6976311959272649,2,0.0058422053270029695,7.22973228271789,57.34599370098542,12,29.21764987594132,6.661289540472763,24.040070285773588,0,3.6234876472450694,3.4130531434268048,1
0.06022547162926983,1,0.20197165349250978,3.0176757665157954,79.96031476691164,18,23.68521625111495,6.167424898738911,37.961203875782616,1,4.089891044103476,9.868971761063577,1
0.6667667154456677,2,0.6889588760535635,8.14736477651843,86.16821779066002,5,38.221155688361776,6.5248585658495255,21.10762827742439,1,7.312288294601221,10.293588755193404,1
0.6706378696181594,1,0.05398446623421316,8.882723483628878,65.35746659654815,11,44.20565804812429,6.537036260641682,47.79712194366601,1,5.523754771305196,3.9340668867223023,1
0.2103825610738409,1,0.872451157686698,4.946734573662183,65.70569118712373,13,26.162255394289996,6.363362925814478,58.37978503219288,0,4.501542911131072,6.276069717137483,1
0.1289262976548533,3,0.6366967220780532,6.697570025112785,55.415921862150526,9,54.39413886414338,6.718922155224513,47.93541826059181,1,3.3739026798284613,14.976359548037292,1
0.31542835092418386,3,0.9131213547361285,7.722135700930956,89.08887012195572,10,54.86759519950045,6.077578611284815,31.232143353165412,0,5.118663179660886,11.68722888375324,1
0.3637107709426226,2,0.02399937858871848,3.8820508081312326,63.97383586605369,6,22.778990240149252,6.129694322437302,50.24472032189546,1,5.450397231466573,8.638421198033203,1
0.5701967704178796,2,0.6811188742258357,4.828512559156417,65.55502496249662,5,34.54551629097358,6.64284166084256,59.19913508475237,1,7.063797845154147,1.6399608360369866,1
0.43860151346232035,1,0.9861188377135884,7.77016557970174,72.69441273116038,18,56.842618198226084,7.09569906546235,37.837099031918555,0,0.11701770422149593,0.04161517171264728,1
0.9883738380592262,4,0.37677776738971513,8.400683266186341,52.40117153330582,11,49.38034048916924,6.854719625427471,22.474119033780017,0,1.2323606032993317,4.535346006383994,1
0.10204481074802807,2,0.42596158949141816,6.566198078241943,69.00703342946679,11,43.53497877443438,6.196301071003502,36.92907047485503,1,2.4577292758954608,8.790146403455891,1
0.2088767560948347,3,0.8132920878230613,6.7617961720764415,80.71555955054852,14,40.503935864650714,7.433438487882611,34.94922546109899,1,2.0305957864836746,9.667061380905622,1
0.16130951788499626,5,0.3791670790959255,8.232730253551457,84.64888571319918,13,49.127954210226534,6.919760470959189,36.46607822490665,1,4.137283258298253,10.580691904376742,1
0.6531083254653984,2,0.8324533214444799,6.443912638680118,81.96661409530378,5,26.399199015794398,7.257343482628933,50.74694755597932,0,7.081611203687013,8.781799477598533,1
0.2532916025397821,2,0.6023562738680663,8.868156304192983,60.819144009226505,7,59.449578062139594,7.535457518431838,53.68536100609412,0,6.896085058918141,0.8026355025136328,1
0.4663107728563063,2,0.4037167575411047,5.934314254431303,88.60131129739207,8,35.819213935010865,6.785542206390915,47.1795745116364,0,1.1366020446963787,2.2445482366928244,1
0.24442559200160274,1,0.1459641374038636,6.490926415779807,53.09254187506844,18,52.88616984352346,6.915722480556404,42.78294658893966,1,5.464192571422501,10.711514521728052,1
0.15896958364551972,4,0.9596128773604259,7.435093578284811,55.22138820713913,6,45.83236191614024,6.365894504397145,51.01905950717321,1,6.658196105529626,12.610194006018032,1
